station_name,line,fact,place_name,place_type,place_description,walking_minutes
Нагорная,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа по Нагорной улице.,ТРЦ «Нагорный»,ТЦ,Торговый центр с продуктовым.,3
Нагорная,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа по Нагорной улице.,Сквер на Нагорной,Парк,Ухоженное пространство.,2
Нахимовский проспект,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа в честь адмирала П.С. Нахимова.,Парк «Нахимовский»,Парк,Зелёная зона с фонтаном.,5
Нахимовский проспект,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа в честь адмирала П.С. Нахимова.,ТЦ «Нахимовский»,ТЦ,Торговый центр с кафе.,4
Нахимовский проспект,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа в честь адмирала П.С. Нахимова.,Памятник Нахимову,Памятник,Бронзовый адмирал на Нахимовском проспекте.,3
Севастопольская,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым и чёрным мрамором. Названа в честь города-героя Севастополя. Пересадка на одноимённую станцию БКЛ.,Станция метро «Каховская» (БКЛ),Транспортный узел,Пересадка на Большую кольцевую линию.,2
Севастопольская,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым и чёрным мрамором. Названа в честь города-героя Севастополя. Пересадка на одноимённую станцию БКЛ.,Битцевский лес (Битцевский парк),Парк,Огромный лесопарк с экотропами.,10
Севастопольская,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым и чёрным мрамором. Названа в честь города-героя Севастополя. Пересадка на одноимённую станцию БКЛ.,Памятник героям Севастопольской обороны,Памятник,Мемориал в сквере.,5
Чертановская,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа по району Чертаново.,Парк «Чертановская»,Парк,Зелёная зона с прудами.,5
Чертановская,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа по району Чертаново.,ТРЦ «Чертановский»,ТЦ,Крупный ТЦ с кинотеатром.,3
Чертановская,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа по району Чертаново.,Храм Державной иконы Божией Матери в Чертанове,Храм,Современный храм.,8
Южная,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа по географической ориентировке (юг Москвы).,Парк «Южный»,Парк,Зелёная зона с прогулочными дорожками.,6
Южная,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа по географической ориентировке (юг Москвы).,ТЦ «Южный»,ТЦ,Торговый центр с гипермаркетом.,4
Южная,Серпуховско-Тимирязевская линия,Открыта 8 ноября 1983 года. Архитекторы: В.А. Черемин и А.Л. Вигдоров. Пилоны отделаны белым мрамором. Названа по географической ориентировке (юг Москвы).,Сквер на Южной,Парк,Ухоженное место.,2
Пражская,Серпуховско-Тимирязевская линия,Открыта 6 ноября 1985 года. Архитекторы: Л.Н. Павлов и И.Г. Петухова. Пилоны отделаны красным гранитом и светлым мрамором. Названа в честь столицы Чехословакии Праги. Пересадка на станцию «Пражская» МЦД-2.,Парк «Пражский»,Парк,Зелёная зона с фонтаном. Памятник чешским лётчикам.,5
Пражская,Серпуховско-Тимирязевская линия,Открыта 6 ноября 1985 года. Архитекторы: Л.Н. Павлов и И.Г. Петухова. Пилоны отделаны красным гранитом и светлым мрамором. Названа в честь столицы Чехословакии Праги. Пересадка на станцию «Пражская» МЦД-2.,ТЦ «Пражский»,ТЦ,Торговый центр с продуктовым.,3
Пражская,Серпуховско-Тимирязевская линия,Открыта 6 ноября 1985 года. Архитекторы: Л.Н. Павлов и И.Г. Петухова. Пилоны отделаны красным гранитом и светлым мрамором. Названа в честь столицы Чехословакии Праги. Пересадка на станцию «Пражская» МЦД-2.,Памятник героям-панфиловцам (у станции),Памятник,Скульптурная композиция.,2
Улица Академика Янгеля,Серпуховско-Тимирязевская линия,Открыта 31 августа 2000 года. Архитекторы: Л.Н. Павлов и И.Г. Петухова. Колонная трёхсводчатая станция. Названа в честь конструктора ракетной техники М.К. Янгеля.,Парк «Академика Янгеля»,Парк,Зелёная зона с прогулочными дорожками.,6
Улица Академика Янгеля,Серпуховско-Тимирязевская линия,Открыта 31 августа 2000 года. Архитекторы: Л.Н. Павлов и И.Г. Петухова. Колонная трёхсводчатая станция. Названа в честь конструктора ракетной техники М.К. Янгеля.,ТРЦ «Янгель»,ТЦ,Крупный ТЦ с кинотеатром.,4
Улица Академика Янгеля,Серпуховско-Тимирязевская линия,Открыта 31 августа 2000 года. Архитекторы: Л.Н. Павлов и И.Г. Петухова. Колонная трёхсводчатая станция. Названа в честь конструктора ракетной техники М.К. Янгеля.,Памятник Янгелю,Памятник,Бронзовый академик на улице его имени.,3
Аннино,Серпуховско-Тимирязевская линия,Открыта 12 декабря 2001 года. Архитекторы: Л.Н. Павлов и И.Г. Петухова. Названа по селу Аннино. Оформление в оранжевых тонах.,Парк «Аннино»,Парк,Зелёная зона с прудами.,5
Аннино,Серпуховско-Тимирязевская линия,Открыта 12 декабря 2001 года. Архитекторы: Л.Н. Павлов и И.Г. Петухова. Названа по селу Аннино. Оформление в оранжевых тонах.,ТРЦ «Аннино»,ТЦ,Торговый центр с гипермаркетом.,3
Аннино,Серпуховско-Тимирязевская линия,Открыта 12 декабря 2001 года. Архитекторы: Л.Н. Павлов и И.Г. Петухова. Названа по селу Аннино. Оформление в оранжевых тонах.,Сквер на Аннина,Парк,Прогулочная зона.,2
Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,Открыта 26 декабря 2002 года. Архитекторы: Л.Л. Борзенков и А.Л. Вигдоров. Конечная станция. Названа по бульвару в честь князя Дмитрия Донского.,Парк «Бульвар Дмитрия Донского»,Парк,Зелёная зона с прогулочными дорожками.,4
Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,Открыта 26 декабря 2002 года. Архитекторы: Л.Л. Борзенков и А.Л. Вигдоров. Конечная станция. Названа по бульвару в честь князя Дмитрия Донского.,ТЦ «Бульвар»,ТЦ,Торговый центр с продуктовым.,3
Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,Открыта 26 декабря 2002 года. Архитекторы: Л.Л. Борзенков и А.Л. Вигдоров. Конечная станция. Названа по бульвару в честь князя Дмитрия Донского.,Памятник Дмитрию Донскому,Памятник,Бронзовый князь на бульваре.,2
Новокосино,Калининско-Солнцевская линия,Открыта 30 августа 2012 года. Архитекторы: А.Некрасов и Г.Мун. Конечная станция на востоке. Оформление: стены из алюминиевых панелей с перфорацией.,ТРЦ «Новокосино»,ТЦ,Крупный торговый центр с гипермаркетом и кинотеатром у выхода из метро.,3
Новокосино,Калининско-Солнцевская линия,Открыта 30 августа 2012 года. Архитекторы: А.Некрасов и Г.Мун. Конечная станция на востоке. Оформление: стены из алюминиевых панелей с перфорацией.,Парк «Новокосино»,Парк,Зелёная зона с прогулочными дорожками и детскими площадками.,6
Новокосино,Калининско-Солнцевская линия,Открыта 30 августа 2012 года. Архитекторы: А.Некрасов и Г.Мун. Конечная станция на востоке. Оформление: стены из алюминиевых панелей с перфорацией.,Контактный зоопарк «Зверюшки как Игрушки»,Зоопарк,Небольшой контактный зоопарк для детей на Салтыковской улице.,10 [citation:1]
Новогиреево,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пилоны отделаны белым мрамором. Первая станция на восточном радиусе Калининской линии.,Перво-Алексеевский сквер,Парк,Ухоженный сквер с фонтаном и памятником.,4
Новогиреево,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пилоны отделаны белым мрамором. Первая станция на восточном радиусе Калининской линии.,Лесопарк «Терлецкая Дубрава»,Парк,Лесопарк с дубовой рощей и экотропами. Отличное место для прогулок.,12 [citation:1]
Новогиреево,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пилоны отделаны белым мрамором. Первая станция на восточном радиусе Калининской линии.,Салтыковский лесопарк,Парк,Лесопарк на границе Москвы и области.,15 [citation:1]
Перово,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитектор Н.Алёшина. Пилоны отделаны белым мрамором. Станция колонного типа.,Аквапарк «Карибия»,Аквапарк,Крупный аквапарк с горками и бассейнами.,8 [citation:1]
Перово,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитектор Н.Алёшина. Пилоны отделаны белым мрамором. Станция колонного типа.,Таганский парк (филиал парка «Перово»),Парк,Зелёная зона в районе Перово. Детские и спортивные площадки.,5
Перово,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитектор Н.Алёшина. Пилоны отделаны белым мрамором. Станция колонного типа.,Ресторан «Да Пино»,Ресторан,Итальянский ресторан в ТЦ на Перовской улице.,4 [citation:1]
Шоссе Энтузиастов,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: Н.Алёшина и В.Черемин. Пересадка на одноимённую станцию МЦК. Пилоны отделаны белым мрамором.,Шоссе Энтузиастов (памятник «Прощание славянки»),Памятник,Монумент в честь воинов-автомобилистов. Рядом ТЦ.,5
Шоссе Энтузиастов,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: Н.Алёшина и В.Черемин. Пересадка на одноимённую станцию МЦК. Пилоны отделаны белым мрамором.,Станция метро «Шоссе Энтузиастов» (МЦК),Транспортный узел,Пересадка на Московское центральное кольцо.,2
Авиамоторная,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: Н.Алёшина и В.Черемин. Пересадка на одноимённую станцию БКЛ. Названа по Авиамоторной улице.,Парк «Лефортово» (Лефортовский парк),Парк,Старейший парк Москвы — «Версаль на Яузе». Пруды, гроты.,10 [citation:1]
Авиамоторная,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: Н.Алёшина и В.Черемин. Пересадка на одноимённую станцию БКЛ. Названа по Авиамоторной улице.,Лефортовский дворец (Екатерининский дворец),Дворец/Музей,Дворец в стиле елизаветинского барокко. Кадетский корпус.,12
Авиамоторная,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: Н.Алёшина и В.Черемин. Пересадка на одноимённую станцию БКЛ. Названа по Авиамоторной улице.,Станция метро «Авиамоторная» (БКЛ),Транспортный узел,Пересадка на Большую кольцевую линию.,2
Площадь Ильича,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пересадка на станцию «Римская» Люблинско-Дмитровской линии. Названа по площади Ильича.,Рогожская застава,Площадь,Историческая площадь. Памятник рабочим.,3
Площадь Ильича,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пересадка на станцию «Римская» Люблинско-Дмитровской линии. Названа по площади Ильича.,Таганский парк (главный вход),Парк,Уютный парк с фонтаном и катком.,6
Площадь Ильича,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пересадка на станцию «Римская» Люблинско-Дмитровской линии. Названа по площади Ильича.,Кофейня «Ростик’с»,Кафе,Быстрое питание на площади.,4 [citation:1]
Марксистская,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пересадка на станцию «Таганская» Кольцевой и Таганско-Краснопресненской линий. Пилоны из красного гранита.,Таганский парк,Парк,Популярный парк с аттракционами и фонтаном.,4 [citation:3]
Марксистская,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пересадка на станцию «Таганская» Кольцевой и Таганско-Краснопресненской линий. Пилоны из красного гранита.,Театр на Таганке,Театр,Легендарный театр Владимира Высоцкого.,6
Марксистская,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пересадка на станцию «Таганская» Кольцевой и Таганско-Краснопресненской линий. Пилоны из красного гранита.,Ресторан «Колбасофф»,Ресторан,Пивной ресторан на Таганской улице.,5 [citation:1]
Марксистская,Калининско-Солнцевская линия,Открыта 30 декабря 1979 года. Архитекторы: В.Черемин и др. Пересадка на станцию «Таганская» Кольцевой и Таганско-Краснопресненской линий. Пилоны из красного гранита.,Кафе «Жан-Жак»,Кафе,Уютное кафе на Верхней Радищевской.,7 [citation:2]
Третьяковская,Калининско-Солнцевская линия,Открыта 25 января 1986 года. Архитекторы: А.Ф.Стрелков и другие. Участок глубокого заложения. Пересадка на станции «Новокузнецкая» Замоскворецкой линии и «Третьяковская» Калужско-Рижской линии. Названа по Третьяковской галерее.,Государственная Третьяковская галерея (старое здание),Музей,Главный музей русского искусства. Иконы, передвижники, Врубель.,4
Третьяковская,Калининско-Солнцевская линия,Открыта 25 января 1986 года. Архитекторы: А.Ф.Стрелков и другие. Участок глубокого заложения. Пересадка на станции «Новокузнецкая» Замоскворецкой линии и «Третьяковская» Калужско-Рижской линии. Названа по Третьяковской галерее.,Кадашёвская набережная,Набережная,Прогулка вдоль Водоотводного канала. Вид на Кремль.,6
Третьяковская,Калининско-Солнцевская линия,Открыта 25 января 1986 года. Архитекторы: А.Ф.Стрелков и другие. Участок глубокого заложения. Пересадка на станции «Новокузнецкая» Замоскворецкой линии и «Третьяковская» Калужско-Рижской линии. Названа по Третьяковской галерее.,Станция метро «Новокузнецкая»,Транспортный узел,Пересадка на Замоскворецкую линию.,3
Деловой центр,Калининско-Солнцевская линия,Открыта 31 января 2014 года. Архитекторы: Л.Борзенков и др. Находится на Шелепихинской набережной. Пересадка на станцию «Деловой центр» МЦК и МЦД-4.,Москва-Сити (башни),Панорама,Деловой центр Москвы. Небоскрёбы «Федерация», «Око», «Эволюция».,4
Деловой центр,Калининско-Солнцевская линия,Открыта 31 января 2014 года. Архитекторы: Л.Борзенков и др. Находится на Шелепихинской набережной. Пересадка на станцию «Деловой центр» МЦК и МЦД-4.,Пешеходный мост Багратион,Мост,Торгово-пешеходный мост над Москвой-рекой.,6
Деловой центр,Калининско-Солнцевская линия,Открыта 31 января 2014 года. Архитекторы: Л.Борзенков и др. Находится на Шелепихинской набережной. Пересадка на станцию «Деловой центр» МЦК и МЦД-4.,Станция метро «Деловой центр» (МЦК),Транспортный узел,Пересадка на Московское центральное кольцо.,2
Парк Победы,Калининско-Солнцевская линия,Открыта 6 мая 2003 года. Архитекторы: Н.Шумаков и др. Самая глубокая станция в Москве (84 м). Пересадка на одноимённую станцию Арбатско-Покровской линии (кросс-платформенная).,Парк Победы на Поклонной горе,Парк/Монумент,Мемориальный комплекс с музеем войны и фонтанами.,3
Парк Победы,Калининско-Солнцевская линия,Открыта 6 мая 2003 года. Архитекторы: Н.Шумаков и др. Самая глубокая станция в Москве (84 м). Пересадка на одноимённую станцию Арбатско-Покровской линии (кросс-платформенная).,Монумент Победы,Памятник,Обелиск высотой 141.8 метра.,5
Парк Победы,Калининско-Солнцевская линия,Открыта 6 мая 2003 года. Архитекторы: Н.Шумаков и др. Самая глубокая станция в Москве (84 м). Пересадка на одноимённую станцию Арбатско-Покровской линии (кросс-платформенная).,Триумфальная арка,Памятник,Арка 1834 года в честь победы над Наполеоном.,10
Минская,Калининско-Солнцевская линия,Открыта 16 марта 2017 года. Архитекторы: Л.Борзенков и др. Станция на территории бывшего завода «Каучук» (ныне жилой квартал). Оформление в стиле хай-тек: белый и серебристый, остекление.,Парк Победы (западный вход),Парк,Вход в парк со стороны Минской улицы.,6
Минская,Калининско-Солнцевская линия,Открыта 16 марта 2017 года. Архитекторы: Л.Борзенков и др. Станция на территории бывшего завода «Каучук» (ныне жилой квартал). Оформление в стиле хай-тек: белый и серебристый, остекление.,Жилой квартал «Лайнер» (архитектура),Достопримечательность,Необычный современный жилой комплекс у станции.,3
Ломоносовский проспект,Калининско-Солнцевская линия,Открыта 16 марта 2017 года. Архитекторы: Н.Шумаков и Г.Мун. Названа по Ломоносовскому проспекту.,Семейное кафе «Каникулы у мамы»,Кафе,Семейное кафе на Мичуринском проспекте.,5 [citation:1]
Ломоносовский проспект,Калининско-Солнцевская линия,Открыта 16 марта 2017 года. Архитекторы: Н.Шумаков и Г.Мун. Названа по Ломоносовскому проспекту.,МГУ (главное здание, вид с проспекта),Высшее учебное заведение,Сталинская высотка МГУ хорошо видна с проспекта.,12
Ломоносовский проспект,Калининско-Солнцевская линия,Открыта 16 марта 2017 года. Архитекторы: Н.Шумаков и Г.Мун. Названа по Ломоносовскому проспекту.,Парк «Ломоносовский»,Парк,Небольшая зелёная зона вдоль проспекта.,4
Раменки,Калининско-Солнцевская линия,Открыта 16 марта 2017 года. Архитекторы: А.Орлов и А.Некрасов. Станция находится на месте бывшей деревни Раменки. Оформление: светлые тона, мрамор.,Парк «Раменки»,Парк,Зелёная зона с детскими площадками.,5
Раменки,Калининско-Солнцевская линия,Открыта 16 марта 2017 года. Архитекторы: А.Орлов и А.Некрасов. Станция находится на месте бывшей деревни Раменки. Оформление: светлые тона, мрамор.,Ландшафтный заказник «Долина реки Раменки»,Заказник,Природная зона с лесными массивами.,10
Мичуринский проспект,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Пересадка на станцию «Мичуринский проспект» БКЛ. Оформление: золотые и зелёные тона под стеклом.,Парк «Событие»,Парк,Современный парк с фонтанами и прогулочной зоной.,6
Мичуринский проспект,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Пересадка на станцию «Мичуринский проспект» БКЛ. Оформление: золотые и зелёные тона под стеклом.,Олимпийские пруды,Парк,Каскад прудов с ухоженными дорожками.,8
Мичуринский проспект,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Пересадка на станцию «Мичуринский проспект» БКЛ. Оформление: золотые и зелёные тона под стеклом.,Водный стадион «Динамо» (в Олимпийской деревне),Спорткомплекс,Спортивный комплекс у прудов.,5
Озёрная,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по Озёрной улице. Мелкого заложения.,Парк «Озёрный»,Парк,Зелёная зона с прогулочными дорожками.,5
Озёрная,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по Озёрной улице. Мелкого заложения.,ТЦ «Озёрный»,ТЦ,Торговый центр с гипермаркетом.,3
Говорово,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по бывшей деревне Говорово. Первая станция за МКАД на этом участке.,Лесопарк «Говоровский»,Парк,Лесопарк за МКАД. Прогулки и спорт.,8
Говорово,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по бывшей деревне Говорово. Первая станция за МКАД на этом участке.,ТЦ «Говорово»,ТЦ,Торговый центр с продуктовым.,4
Солнцево,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по району Солнцево — это название закрепилось за посёлком из-за большого количества солнечных дней (по легенде).,Солнцевский парк,Парк,Большой парк с прудами и фонтанами — центр притяжения района.,5
Солнцево,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по району Солнцево — это название закрепилось за посёлком из-за большого количества солнечных дней (по легенде).,ТРЦ «Солнцево»,ТЦ,Крупный ТЦ с кинотеатром.,3
Боровское шоссе,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по Боровскому шоссе.,Боровское шоссе (благоустроенная зона),Улица,Широкая магистраль с пешеходной зоной и торговыми центрами.,3
Боровское шоссе,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по Боровскому шоссе.,ТЦ «Боровское»,ТЦ,Торговый центр с продуктовым и кафе.,2
Новопеределкино,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по району Новопеределкино. Стеклянный вестибюль.,Парк «Новопеределкино»,Парк,Зелёная зона с прогулочными дорожками.,5
Новопеределкино,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по району Новопеределкино. Стеклянный вестибюль.,Храм Иконы Божией Матери «Знамение» в Новопеределкине,Храм,Современный храм в спальном районе.,8
Рассказовка,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по бывшей деревне Рассказовка. Станция — один из самых загруженных пунктов в Новой Москве.,Новая Москва (бизнес-парк «Rasskazovka»),Бизнес-парк,Современный деловой центр в Новой Москве.,6
Рассказовка,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по бывшей деревне Рассказовка. Станция — один из самых загруженных пунктов в Новой Москве.,Парк «Рассказовка»,Парк,Зелёная зона у станции.,4
Пыхтино,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по деревне Пыхтино. Станция расположена прямо у аэропорта «Внуково».,Аэропорт «Внуково»,Транспортный узел,Один из крупнейших аэропортов Москвы. Станция соединяет метро с аэроэкспрессом.,10
Пыхтино,Калининско-Солнцевская линия,Открыта 30 августа 2018 года. Архитекторы: А.Некрасов и др. Названа по деревне Пыхтино. Станция расположена прямо у аэропорта «Внуково».,Парк «Пыхтино»,Парк,Зелёная зона в Новой Москве.,6
Аэропорт Внуково,Калининско-Солнцевская линия,Открыта 6 сентября 2023 года. Архитекторы: А.Некрасов и др. Конечная станция. Первая в России станция метро, расположенная прямо в аэропорту. Переход в терминал А аэропорта «Внуково».,Аэропорт «Внуково» (терминалы А и В),Транспортный узел,Крупнейший аэропорт Москвы. Станция интегрирована в терминал.,2
Аэропорт Внуково,Калининско-Солнцевская линия,Открыта 6 сентября 2023 года. Архитекторы: А.Некрасов и др. Конечная станция. Первая в России станция метро, расположенная прямо в аэропорту. Переход в терминал А аэропорта «Внуково».,Памятник «Покорителям космоса» (у Внуково),Памятник,Монумент у входа в аэропорт.,8
Нижегородская,Некрасовская линия,Открыта 27 марта 2020 года. Архитекторы: А.Некрасов и др. Кросс-платформенная пересадка на одноимённую станцию БКЛ и МЦК. Крупнейший ТПУ Москвы. До 2023 года была транзитной станцией (поезда шли до «Электрозаводской»), после переподключения участка к БКЛ стала конечной.,ТПУ «Нижегородская» (пересадка на МЦК и МЦД-4),Транспортный узел,Крупнейший транспортно-пересадочный узел. Пересадка на Московское центральное кольцо и МЦД-4.,2
Нижегородская,Некрасовская линия,Открыта 27 марта 2020 года. Архитекторы: А.Некрасов и др. Кросс-платформенная пересадка на одноимённую станцию БКЛ и МЦК. Крупнейший ТПУ Москвы. До 2023 года была транзитной станцией (поезда шли до «Электрозаводской»), после переподключения участка к БКЛ стала конечной.,Парк «Кузьминки-Люблино»,Парк,Усадьба Голицыных. Пруды, старинная церковь, прогулочные зоны. От станции удобно доехать на автобусе.,15
Нижегородская,Некрасовская линия,Открыта 27 марта 2020 года. Архитекторы: А.Некрасов и др. Кросс-платформенная пересадка на одноимённую станцию БКЛ и МЦК. Крупнейший ТПУ Москвы. До 2023 года была транзитной станцией (поезда шли до «Электрозаводской»), после переподключения участка к БКЛ стала конечной.,Станция метро «Нижегородская» (БКЛ),Транспортный узел,Кросс-платформенная пересадка на Большую кольцевую линию.,1
Стахановская,Некрасовская линия,Открыта 27 марта 2020 года. Станция мелкого заложения с двумя боковыми платформами. Названа по Стахановской улице (в честь Алексея Стаханова — легендарного шахтёра, основоположника стахановского движения).,Рязанский проспект (благоустроенная зона),Улица,Широкая магистраль с пешеходными зонами и торговыми центрами.,3
Стахановская,Некрасовская линия,Открыта 27 марта 2020 года. Станция мелкого заложения с двумя боковыми платформами. Названа по Стахановской улице (в честь Алексея Стаханова — легендарного шахтёра, основоположника стахановского движения).,ТЦ «Стахановский»,ТЦ,Торговый центр с продуктовым гипермаркетом и кафе.,4
Стахановская,Некрасовская линия,Открыта 27 марта 2020 года. Станция мелкого заложения с двумя боковыми платформами. Названа по Стахановской улице (в честь Алексея Стаханова — легендарного шахтёра, основоположника стахановского движения).,Сквер на Стахановской улице,Парк,Небольшой ухоженный сквер с лавочками.,2
Окская,Некрасовская линия,Открыта 27 марта 2020 года. Станция мелкого заложения с двумя боковыми платформами. Названа по Окской улице (в честь реки Оки).,Парк «Окский»,Парк,Зелёная зона с прогулочными дорожками и детскими площадками.,5
Окская,Некрасовская линия,Открыта 27 марта 2020 года. Станция мелкого заложения с двумя боковыми платформами. Названа по Окской улице (в честь реки Оки).,ТРЦ «Окский»,ТЦ,Торговый центр с кинотеатром и фуд-кортом.,4
Окская,Некрасовская линия,Открыта 27 марта 2020 года. Станция мелкого заложения с двумя боковыми платформами. Названа по Окской улице (в честь реки Оки).,Сквер на Окской улице,Парк,Ухоженное общественное пространство.,3
